step,window,regressor,parameter,mse,pocid
1,10,AutoRegression,[],0.08493043339222235,0.4931945556445156
1,11,AutoRegression,[],0.16028137356981548,0.47996794871794873
1,12,AutoRegression,[],0.43129567063661595,0.4883720930232558
1,13,AutoRegression,[],5.544278265950789,0.485553772070626
1,14,AutoRegression,[],35.573971506354276,0.4899598393574297
1,15,AutoRegression,[],113740.88109949208,0.4782958199356913
1,16,AutoRegression,[],9.07908062529198,0.4915526950925181
1,17,AutoRegression,[],2528.8431351755075,0.5
1,18,AutoRegression,[],3.000766091648233,0.5020145044319098
1,19,AutoRegression,[],0.6753547660712574,0.4846774193548387
1,20,AutoRegression,[],0.3286763437274307,0.48748991121872476
1,21,AutoRegression,[],0.22505523207573333,0.48546042003231016
1,22,AutoRegression,[],0.16877264865527808,0.48423605497170574
1,23,AutoRegression,[],0.131883628076814,0.48705501618122976
1,24,AutoRegression,[],0.12244150908130019,0.47692307692307695
1,25,AutoRegression,[],0.11095908092650571,0.4829821717990275
1,26,AutoRegression,[],0.1360210370344865,0.4793187347931874
1,27,AutoRegression,[],0.09559670767542965,0.48538961038961037
1,28,AutoRegression,[],0.08816516522592241,0.4784727863525589
1,29,AutoRegression,[],0.08201927213640559,0.4788617886178862
1,30,AutoRegression,[],0.07856761958983083,0.4873881204231082
1,31,AutoRegression,[],0.0753811262907525,0.48697068403908794
1,32,AutoRegression,[],0.0721312194991803,0.4792176039119804
1,33,AutoRegression,[],0.06880887660254881,0.4820554649265905
1,34,AutoRegression,[],0.06587980392957327,0.48081632653061224
1,35,AutoRegression,[],0.06434113101030281,0.48447712418300654
1,36,AutoRegression,[],0.062125257920660155,0.47914963205233035
1,37,AutoRegression,[],0.061221091965165585,0.4713584288052373
1,38,AutoRegression,[],0.060222449269907344,0.47583947583947583
1,39,AutoRegression,[],0.05887816141577519,0.48114754098360657
1,40,AutoRegression,[],0.06232750047228379,0.4749794913863823
1,41,AutoRegression,[],0.05995028341949376,0.47044334975369456
1,42,AutoRegression,[],0.05970846286024821,0.47658175842235007
1,43,AutoRegression,[],0.05716103014846243,0.4769736842105263
1,44,AutoRegression,[],0.05710341406882963,0.47983539094650207
1,45,AutoRegression,[],0.05615084403469536,0.47611202635914335
1,46,AutoRegression,[],0.0551228375917138,0.47732893652102226
1,47,AutoRegression,[],0.05497332065163494,0.4752475247524752
1,48,AutoRegression,[],0.054305461771335384,0.4756399669694467
1,49,AutoRegression,[],0.054009605250333485,0.47768595041322315
1,50,AutoRegression,[],0.05280423370914627,0.4747725392886683
1,51,AutoRegression,[],0.052126842084065754,0.478476821192053
1,52,AutoRegression,[],0.05130343610542811,0.4763877381938691
1,53,AutoRegression,[],0.05088362055941279,0.4767827529021559
1,54,AutoRegression,[],0.050035994150855044,0.4863070539419087
1,55,AutoRegression,[],0.04940475467726125,0.4775747508305648
1,56,AutoRegression,[],0.04853749941557807,0.4704904405652535
1,57,AutoRegression,[],0.047870002811723524,0.47753743760399336
1,58,AutoRegression,[],0.04750458953430908,0.4704412989175687
1,59,AutoRegression,[],0.04885515834512057,0.4825
1,60,AutoRegression,[],0.048880750084343734,0.4837364470391993
1,61,AutoRegression,[],0.04848820146567102,0.48163606010016696
1,62,AutoRegression,[],0.04814173703795379,0.47953216374269003
1,63,AutoRegression,[],0.04799409759463849,0.47408026755852845
1,64,AutoRegression,[],0.04690822243697678,0.4794979079497908
1,65,AutoRegression,[],0.046954742138403595,0.47906197654941374
1,66,AutoRegression,[],0.046474842898215435,0.48365465213746855
1,67,AutoRegression,[],0.046373990287063294,0.4823825503355705
1,68,AutoRegression,[],0.046509987536547184,0.4794290512174643
1,69,AutoRegression,[],0.04573770291932144,0.48487394957983193
1,70,AutoRegression,[],0.04571944147649781,0.4802354920100925
1,71,AutoRegression,[],0.04528954226669687,0.48484848484848486
1,72,AutoRegression,[],0.045388775677225685,0.489469250210615
1,73,AutoRegression,[],0.04534567264916959,0.4856661045531197
1,74,AutoRegression,[],0.0455175193162017,0.48185654008438816
1,75,AutoRegression,[],0.04536550239359229,0.4873310810810811
1,76,AutoRegression,[],0.04485418018881728,0.4885883347421809
1,77,AutoRegression,[],0.04440338697291815,0.49153976311336717
1,78,AutoRegression,[],0.044304257439969165,0.49364944961896695
1,79,AutoRegression,[],0.044384578965493214,0.49322033898305084
1,80,AutoRegression,[],0.04444698504671484,0.4893977947413062
1,81,AutoRegression,[],0.04438088369900378,0.4864176570458404
1,82,AutoRegression,[],0.04431151331160057,0.48598130841121495
1,83,AutoRegression,[],0.044454635284915854,0.47874149659863946
1,84,AutoRegression,[],0.044371603153524515,0.48
1,85,AutoRegression,[],0.04519746961050658,0.4838160136286201
1,86,AutoRegression,[],0.045128224674716555,0.4884910485933504
1,87,AutoRegression,[],0.04477682301142299,0.492320819112628
1,88,AutoRegression,[],0.04455736454743536,0.4893253629376601
1,89,AutoRegression,[],0.0443730499869813,0.4897435897435897
1,90,AutoRegression,[],0.04412921471456044,0.48845166809238666
1,91,AutoRegression,[],0.04372170516965418,0.4854452054794521
1,92,AutoRegression,[],0.043248753960359765,0.49014567266495285
1,93,AutoRegression,[],0.04315676341331681,0.4794168096054888
1,94,AutoRegression,[],0.0430071163659806,0.48412017167381977
1,95,AutoRegression,[],0.0431626064080946,0.4845360824742268
1,96,AutoRegression,[],0.04284539774900987,0.4866723989681857
1,97,AutoRegression,[],0.04284114249244999,0.4845094664371773
1,98,AutoRegression,[],0.04273228089321778,0.491817398794143
1,99,AutoRegression,[],0.04263542912944028,0.49137931034482757
1,100,AutoRegression,[],0.04254932276575158,0.4918032786885246
1,101,AutoRegression,[],0.04244068392541701,0.4930915371329879
1,102,AutoRegression,[],0.04216405574669507,0.49178910976663787
1,103,AutoRegression,[],0.04219278521992207,0.48875432525951557
1,104,AutoRegression,[],0.041934930889246436,0.49264069264069266
1,105,AutoRegression,[],0.041806007353404916,0.4930675909878683
1,106,AutoRegression,[],0.041444308077138066,0.4856895056374675
1,107,AutoRegression,[],0.041532605201465386,0.484375
1,108,AutoRegression,[],0.0416053722220995,0.4882710686359687
1,109,AutoRegression,[],0.041566840493539016,0.4852173913043478
1,110,AutoRegression,[],0.04151646419335978,0.4856396866840731
1,111,AutoRegression,[],0.04133449378798757,0.4878048780487805
1,112,AutoRegression,[],0.04118567169520456,0.4882301656495205
1,113,AutoRegression,[],0.04111065729689066,0.4825479930191972
1,114,AutoRegression,[],0.04106708064150322,0.4873362445414847
1,115,AutoRegression,[],0.04075526146289731,0.48863636363636365
1,116,AutoRegression,[],0.04057275588832311,0.4864391951006124
1,117,AutoRegression,[],0.0404847478361724,0.48774080560420313
1,118,AutoRegression,[],0.04090841211920657,0.4925503943908852
1,119,AutoRegression,[],0.04098402945227188,0.4903508771929825
1,120,AutoRegression,[],0.04096185935175994,0.49692712906057945
1,121,AutoRegression,[],0.040911018726050546,0.4964850615114236
1,122,AutoRegression,[],0.04090829035249064,0.49340369393139843
1,123,AutoRegression,[],0.04058756873253402,0.49295774647887325
1,124,AutoRegression,[],0.040535074031476576,0.4933920704845815
1,125,AutoRegression,[],0.04054968598441343,0.4894179894179894
1,126,AutoRegression,[],0.04040488944547308,0.4872021182700794
1,127,AutoRegression,[],0.04043138816185357,0.4911660777385159
1,128,AutoRegression,[],0.040424823417941055,0.48983200707338637
1,129,AutoRegression,[],0.0404304606296817,0.48761061946902656
1,130,AutoRegression,[],0.04054634288838061,0.4942426926483614
1,131,AutoRegression,[],0.040561816545662294,0.49645390070921985
1,132,AutoRegression,[],0.040618637189031526,0.4906832298136646
1,133,AutoRegression,[],0.040625857565084585,0.4928952042628774
1,134,AutoRegression,[],0.04055784617058322,0.496
1,135,AutoRegression,[],0.040604811769958886,0.4991103202846975
1,136,AutoRegression,[],0.040820774673014884,0.4968833481745325
1,137,AutoRegression,[],0.040763565545198874,0.4946524064171123
1,138,AutoRegression,[],0.040605978067236516,0.495985727029438
1,139,AutoRegression,[],0.04061910979313359,0.4919642857142857
1,140,AutoRegression,[],0.04068044426274185,0.4906166219839142
1,141,AutoRegression,[],0.04061236493514118,0.49105545617173524
1,142,AutoRegression,[],0.040691270219475904,0.4923903312444047
1,143,AutoRegression,[],0.040740489572866835,0.4910394265232975
1,144,AutoRegression,[],0.04077506154521181,0.49417040358744396
1,145,AutoRegression,[],0.04088189866592987,0.49371633752244165
1,146,AutoRegression,[],0.040840661720765774,0.4941599281221923
1,147,AutoRegression,[],0.040714782835304476,0.49460431654676257
