step,window,mse,tu,pocid
1,10,0.08493043339222235,2.33031315545304,0.4931945556445156
1,11,0.16028137356981548,4.40095988877262,0.47996794871794873
1,12,0.43129567063661595,11.855738406331755,0.4883720930232558
1,13,5.544278265950789,153.5174123084084,0.485553772070626
1,14,35.573971506354276,984.4595927710099,0.4899598393574297
1,15,113740.88109949208,3154370.9738802724,0.4782958199356913
1,16,9.07908062529198,251.65297235652352,0.4915526950925181
1,17,2528.8431351755075,70131.9265223838,0.5
1,18,3.000766091648233,82.51792164666622,0.5020145044319098
1,19,0.6753547660712574,18.63952098623488,0.4846774193548387
1,20,0.3286763437274307,9.095323966546829,0.48748991121872476
1,21,0.22505523207573333,6.219126033103091,0.48546042003231016
1,22,0.16877264865527808,4.666684568737272,0.48423605497170574
1,23,0.131883628076814,3.644746647631691,0.48705501618122976
1,24,0.12244150908130019,3.380350993562742,0.47692307692307695
1,25,0.11095908092650571,3.0625172616465313,0.4829821717990275
1,26,0.1360210370344865,3.7525283693421754,0.4793187347931874
1,27,0.09559670767542965,2.6352612118629226,0.48538961038961037
1,28,0.08816516522592241,2.429132027723329,0.4784727863525589
1,29,0.08201927213640559,2.2585969958152634,0.4788617886178862
1,30,0.07856761958983083,2.1626310257009242,0.4873881204231082
1,31,0.0753811262907525,2.073268899106826,0.48697068403908794
1,32,0.0721312194991803,1.9825025044020448,0.4792176039119804
1,33,0.06880887660254881,1.8916934119443998,0.4820554649265905
1,34,0.06587980392957327,1.8102461785273145,0.48081632653061224
1,35,0.06434113101030281,1.766652236902437,0.48447712418300654
1,36,0.062125257920660155,1.7043413204451263,0.47914963205233035
1,37,0.061221091965165585,1.6783641631738841,0.4713584288052373
1,38,0.060222449269907344,1.6494319371252841,0.47583947583947583
1,39,0.05887816141577519,1.6118379385390742,0.48114754098360657
1,40,0.06232750047228379,1.705647730806337,0.4749794913863823
1,41,0.05995028341949376,1.6402141177729928,0.47044334975369456
1,42,0.05970846286024821,1.6334340581792761,0.47658175842235007
1,43,0.05716103014846243,1.562748720550641,0.4769736842105263
1,44,0.05710341406882963,1.5597886257130567,0.47983539094650207
1,45,0.05615084403469536,1.5351304227930118,0.47611202635914335
1,46,0.0551228375917138,1.5080181995227435,0.47732893652102226
