step,window,mse,tu,pocid
1,10,997.2610123387595,2.233709949614669,0.5036028823058447
1,11,998.6322410167376,2.2353521067366184,0.49599358974358976
1,12,998.6033695714156,2.239038335864378,0.5004009623095429
1,13,977.9721942750131,2.192470143059622,0.49919743178170145
1,14,971.2604191343147,2.17568520156497,0.4971887550200803
1,15,965.6216933994282,2.1613747105975634,0.5008038585209004
1,16,951.967322365245,2.1304930665522805,0.501206757843926
1,17,946.8314378958665,2.1168888096963365,0.5
1,18,922.6222137344433,2.061347089978631,0.4931506849315068
1,19,908.8779892741932,2.0296980960630933,0.4959677419354839
1,20,896.8572340866286,2.0013929644639807,0.4915254237288136
1,21,884.3622017860346,1.9719303476013916,0.49596122778675283
1,22,886.8680327135539,1.9759190776364346,0.4931285367825384
1,23,885.4953835131242,1.9713949045395303,0.49514563106796117
1,24,873.2538190013491,1.9424992675670978,0.4939271255060729
1,25,866.4882130199887,1.9261411636643284,0.49189627228525123
1,26,840.6735667657923,1.8675401167394203,0.49148418491484186
1,27,827.988106836219,1.8379975617473558,0.48944805194805197
1,28,810.0354507717298,1.7967634965365775,0.49634443541835904
1,29,791.6812185817521,1.7546311187118326,0.4959349593495935
1,30,775.5435012837895,1.7176560743854077,0.4963384865744508
1,31,772.7570929424535,1.71026731382754,0.5
1,32,769.8830816807024,1.7027749185797527,0.5012224938875306
1,33,774.3688214881272,1.7112902140699122,0.5024469820554649
1,34,773.3166815238092,1.7075963225687034,0.5053061224489795
1,35,769.630836537763,1.6987300270818997,0.5081699346405228
1,36,767.8181882347593,1.6934491259107192,0.5077677841373671
1,37,762.4190435897433,1.6804227076190617,0.5073649754500819
1,38,767.3410095823092,1.6899612718308619,0.5094185094185094
1,39,766.0895089253183,1.6856555679507932,0.5122950819672131
1,40,763.4279416826174,1.6786413084648555,0.5118949958982772
1,41,767.0153806239734,1.6851592977850323,0.5082101806239737
1,42,772.1424289327123,1.695699313147133,0.5094494658997535
1,43,773.4411693622072,1.6981981979541627,0.5057565789473685
1,44,776.0091524188383,1.702325441210862,0.5045267489711934
1,45,776.5585650466772,1.7030056563962983,0.5074135090609555
1,46,779.0173077035812,1.706869137422431,0.505358615004122
1,47,788.6802910891084,1.7269684887380632,0.5024752475247525
1,48,789.852240737682,1.729330973859292,0.5012386457473162
1,49,788.9721666850318,1.7260974627636874,0.5008264462809917
1,50,769.8072440860213,1.6828299454237938,0.5012406947890818
1,51,765.253378467623,1.6718432802592453,0.5041390728476821
