step,window,mse,tu,pocid
1,10,1286.4583890772128,2.8808615698464815,0.49799839871897517
1,11,2978.748508828916,6.667975876205824,0.5104166666666666
1,12,4754.032515035781,10.649033346021586,0.5068163592622293
1,13,25936.10178413169,58.078848727694535,0.5048154093097913
1,14,5006587.144093817,11215.585877316931,0.5293172690763053
1,15,23356286.44882117,52285.349230997854,0.5209003215434084
1,16,4123847.559101549,9231.866157358072,0.498793242156074
1,17,1928739.148679091,4314.494277700593,0.4806763285024155
1,18,36064.29673339376,80.60503599538035,0.49073327961321517
1,19,15325.97171577601,34.22786337857451,0.5153225806451613
1,20,6648.394443993927,14.818364984055195,0.5125100887812752
1,21,3873.0343325980953,8.635794610180934,0.5088852988691438
1,22,2389.795684884909,5.324186130267301,0.52303961196443
1,23,2014.884481687297,4.485723031003065,0.5072815533980582
1,24,1664.1124563498363,3.7015759713934036,0.5028340080971659
1,25,1461.770931361348,3.24937761678948,0.5153970826580226
1,26,1843.544643374997,4.095397871030158,0.5020275750202757
1,27,1622.650606320236,3.602149375642825,0.5178571428571429
1,28,1522.2931208002078,3.3766407256061006,0.511779041429732
1,29,1318.814902916114,2.9228720279097837,0.5089430894308943
1,30,1272.486078931626,2.8181216820768875,0.51586655817738
1,31,1170.7988967539336,2.5912147849280736,0.5130293159609121
1,32,1088.152773681517,2.4065797247585197,0.5012224938875306
1,33,1001.2514349404256,2.21295896472816,0.5122349102773246
1,34,947.5836637619137,2.0924027301211883,0.5151020408163265
1,35,947.9748336221489,2.092474255186458,0.5196078431372549
1,36,875.1892070542937,1.9303208758787287,0.5118560915780866
1,37,829.1523581711718,1.8274265887818164,0.5130932896890343
1,38,791.0883629754844,1.7421223154727148,0.5151515151515151
1,39,771.9804410260388,1.6986515719628505,0.5065573770491804
1,40,819.1139910971131,1.8010252260037498,0.5118949958982772
1,41,798.1710827436946,1.7536307600683896,0.5172413793103449
1,42,777.6809136462352,1.7079802028074953,0.5168447000821693
1,43,763.2433413995159,1.6750782063032383,0.5263157894736842
1,44,750.6528016204429,1.6468187056668826,0.5234567901234568
1,45,733.7268001712296,1.6089542563610535,0.514003294892916
1,46,727.0073111321568,1.593110481238342,0.5218466611706513
1,47,715.2357332980371,1.5661255811205146,0.5222772277227723
1,48,694.8919859617375,1.5207852014399748,0.5136251032204789
1,49,693.4648363266534,1.517095758037949,0.5148760330578512
1,50,689.4907168968974,1.5072434921031683,0.511166253101737
1,51,683.2131059652884,1.492545695889141,0.5033112582781457
1,52,672.1962935964513,1.4673985604930342,0.507870753935377
1,53,672.4354484761051,1.4667053997187494,0.5066334991708126
1,54,660.9015305323828,1.4403661318126582,0.5070539419087137
1,55,662.021573996613,1.44170053711064,0.5141196013289037
1,56,666.3952121375884,1.4500378755175454,0.5120532003325021
1,57,663.4299496179543,1.4424020036249727,0.5091514143094842
1,58,655.6113245854984,1.4250241724831452,0.5104079933388843
1,59,692.4909795637814,1.5047011970364048,0.5091666666666667
1,60,685.1740360397756,1.4875326330411707,0.5079232693911593
1,61,676.1280086778708,1.466921124354334,0.5158597662771286
1,62,667.9811169007743,1.4475889857967297,0.506265664160401
1,63,661.4658961819237,1.4325069304432478,0.5025083612040134
1,64,656.1728259727729,1.4193327583521202,0.497907949790795
1,65,647.0371696731545,1.4002783737271758,0.5108877721943048
1,66,640.3994760482849,1.385160048782329,0.5088013411567477
1,67,633.4805050424393,1.3701079512243783,0.5092281879194631
1,68,632.6970123293804,1.3675507048163162,0.5062972292191436
1,69,632.2406733980671,1.3657947900061413,0.5042016806722689
1,70,627.6007782446159,1.3558940752380673,0.5029436501261564
1,71,619.9591972722076,1.3359790465088084,0.5025252525252525
1,72,609.0775141167851,1.3179561373369575,0.5046335299073293
1,73,606.7354028928995,1.3116627830212655,0.5101180438448567
1,74,593.3811479699679,1.2816076704998718,0.5113924050632911
1,75,592.4517902347264,1.279631654302688,0.5084459459459459
1,76,588.2811012210879,1.2698693137632227,0.5063398140321217
1,77,582.1693156317253,1.255787144195526,0.511844331641286
1,78,581.7763038433303,1.2540494088720369,0.5139712108382727
1,79,580.9942592175141,1.251349209097129,0.5152542372881356
1,80,581.8891064700338,1.2521858069544394,0.5182357930449534
1,81,576.9172375909105,1.240344780468585,0.5169779286926995
1,82,573.0075699281317,1.230983624472047,0.5131690739167375
